ID;A_Nacimiento;Educacion;Estado Civil;Ingreso_medio;Hijos;Adolescentes;Fec_Cliente;Edad;MntVinos;MntFrutas;MntCarnes;MntPescados;MntDulces;MntPremiumProd;NumComprasPresenc;NumComprasWeb;NumComprasCatalog;NumComprasemail;NumWebVisitasMes;AcceptedCmp1;AcceptedCmp2;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;Reclamos;Z_Costo_Contacto;Facturado;Z_Utilidad;Tkt_prom;Respuesta
4944;1959;Graduado;Conviviente;71367;0;0;23/08/2013;56;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;777;233.1;40.89;0
9080;1972;PhD;Soltero;38578;1;1;22/06/2013;63;38;4;22;3;3;3;3;3;0;3;8;0;0;0;0;0;0;0;73;21.9;4.29;0
6466;1965;PhD;Casado;57236;1;1;12/03/2014;53;105;0;9;2;1;4;3;2;1;4;3;0;0;0;0;0;0;0;121;36.3;9.31;0
9964;1979;Graduado;Soltero;61825;0;1;07/08/2013;49;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0;424;127.2;22.32;0
4790;1958;Graduado;Divorciado;79803;0;1;02/06/2014;80;574;8;216;21;16;33;1;4;3;5;1;0;0;0;0;0;0;0;868;260.4;62.00;0
10245;1986;Postgrado;Soltero;80910;0;0;31/10/2012;67;160;80;369;67;39;41;1;3;3;8;1;0;0;0;0;0;0;0;756;226.8;47.25;0
1109;1982;Master;Conviviente;27590;1;0;23/04/2013;60;20;0;5;0;0;10;1;1;0;2;7;0;0;0;0;0;0;0;35;10.5;3.18;0
6001;1979;Graduado;Casado;56775;0;1;02/01/2013;60;614;35;160;58;35;35;2;5;8;10;5;0;0;0;0;0;0;0;937;281.1;31.23;0
5538;1975;Graduado;Divorciado;83829;0;0;08/10/2013;66;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;0;150;1862;603.6;103.44;1
10552;1979;Postgrado;Casado;54210;0;1;20/05/2013;25;70;54;109;80;9;45;2;4;1;7;5;0;0;0;0;0;0;0;367;110.1;19.32;0
1545;1986;Graduado;Casado;38508;1;0;02/08/2013;73;120;19;206;25;19;54;6;7;2;5;8;0;0;0;0;0;0;0;443;132.9;15.82;0
7409;1970;Graduado;Conviviente;53187;1;0;26/10/2013;25;211;2;30;7;7;10;2;4;1;6;5;0;0;0;0;0;0;0;267;80.1;14.83;0
4444;1972;Graduado;Casado;30023;1;0;24/03/2014;51;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;0;61;18.3;4.36;0
146;1960;PhD;Soltero;76045;0;0;15/11/2013;30;760;53;400;17;93;0;1;4;5;11;2;0;0;0;1;0;0;50;1323;411.9;57.52;1
6271;1952;PhD;Casado;50870;0;1;19/06/2014;32;53;0;8;0;0;2;1;2;0;3;5;0;0;0;0;0;0;0;63;18.9;5.73;0
10065;1970;Postgrado;Casado;15315;0;0;03/08/2013;40;10;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;67;20.1;5.15;0
4741;1974;Postgrado;Casado;65463;1;0;30/01/2014;19;391;32;70;21;32;16;2;6;2;9;5;0;1;0;0;0;0;50;562;183.6;23.42;1
246;1965;Graduado;Casado;66480;1;1;31/05/2014;47;199;9;57;20;21;6;7;4;1;7;4;0;0;0;0;0;0;0;312;93.6;13.57;0
375;1954;Graduado;Divorciado;76773;0;0;25/02/2013;37;516;56;449;86;33;16;1;2;2;11;1;0;0;0;0;0;0;0;1156;346.8;68.00;0
1524;1983;Postgrado;Soltero;81698;0;0;01/03/2013;40;709;45;115;30;160;45;1;8;2;5;5;0;0;0;1;0;0;50;1104;346.2;52.57;1
10022;1973;PhD;Soltero;54466;1;1;09/02/2014;38;12;0;4;0;0;0;1;1;0;2;5;0;0;0;0;0;0;0;16;4.8;1.78;0
7451;1960;Master;Soltero;98777;0;0;17/02/2014;72;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;50;2008;617.4;100.40;1
11010;1984;PhD;Soltero;16269;1;0;30/08/2013;43;19;3;18;3;1;0;3;3;0;3;8;0;0;0;0;0;0;0;44;13.2;2.59;0
4356;1971;Graduado;Conviviente;71819;0;1;28/08/2013;19;1224;28;140;0;14;168;3;3;3;5;6;0;1;1;0;0;0;100;1574;502.2;78.70;1
3885;1983;PhD;Casado;33569;1;0;16/10/2013;20;16;2;18;3;0;24;1;1;1;2;8;1;0;0;0;0;0;50;63;33.9;4.85;1
1175;1983;Master;Casado;36262;0;0;20/09/2013;75;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;0;50;426;142.8;23.67;1
880;1966;Secundaria;Conviviente;22634;0;0;16/01/2013;68;5;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;0;0;99;29.7;7.07;0
2320;1978;Postgrado;Casado;47025;0;1;12/09/2013;26;508;11;59;23;5;29;5;11;1;6;9;0;0;0;0;0;0;0;635;190.5;19.84;0
850;1968;Graduado;Soltero;70566;0;1;06/10/2013;45;381;28;215;84;28;21;2;6;5;9;3;0;0;0;0;0;0;0;757;227.1;30.28;0
4713;1979;PhD;Casado;31605;1;0;22/11/2012;53;74;0;42;2;1;6;2;2;1;4;7;0;0;0;0;0;0;0;125;37.5;7.81;0
675;1973;Master;Divorciado;52034;1;1;17/05/2013;48;146;0;93;7;13;73;5;4;2;5;7;0;0;0;0;0;0;0;332;99.6;14.43;0
5025;1979;Graduado;Soltero;48526;1;0;24/12/2013;75;23;17;23;43;20;9;1;2;1;4;3;0;0;0;0;0;0;0;135;40.5;12.27;0
2308;1954;Graduado;Casado;46734;0;1;18/11/2012;29;110;5;137;26;23;29;2;6;1;5;7;0;0;0;0;0;0;0;330;99;15.71;0
5995;1962;Graduado;Divorciado;39552;1;1;18/12/2012;66;165;3;147;4;24;41;7;6;2;5;8;0;0;0;0;0;0;0;384;115.2;13.71;0
6749;1966;Graduado;Soltero;86358;1;1;08/08/2012;62;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;0;0;1722;516.6;66.23;0
1010;1977;Graduado;Conviviente;46931;2;1;24/04/2014;66;41;0;17;3;1;16;2;1;1;3;3;0;0;0;0;0;0;0;78;23.4;7.80;0
8977;1985;Secundaria;Soltero;16581;0;0;12/01/2013;57;10;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;0;33;9.9;4.13;0
4756;1952;Postgrado;Divorciado;63998;0;0;20/12/2013;79;176;29;818;0;33;112;1;7;6;11;4;0;0;0;0;0;0;0;1168;350.4;40.28;0
3412;1951;Master;Casado;67381;0;1;15/01/2013;53;815;8;53;11;0;70;4;2;2;9;7;0;1;0;0;0;0;50;957;302.1;39.88;1
606;1967;Graduado;Soltero;25930;1;1;10/10/2013;25;15;1;2;2;0;4;1;1;0;2;7;0;0;0;0;0;0;0;24;7.2;2.18;0
5961;1978;Graduado;Casado;42693;1;0;07/06/2014;39;20;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;0;69;20.7;6.90;0
2975;1976;Graduado;Conviviente;85606;0;1;12/11/2012;63;717;42;864;219;30;84;2;6;7;9;3;0;0;0;1;0;0;50;1956;601.8;72.44;1
2894;1985;Graduado;Soltero;72903;0;0;29/10/2013;65;1067;138;750;0;19;39;1;7;5;8;4;0;1;1;1;0;0;150;2013;648.9;80.52;1
7613;1974;Postgrado;Conviviente;49669;1;0;24/05/2014;41;166;5;107;11;8;29;2;5;1;6;6;0;0;0;0;0;0;0;326;97.8;16.30;0
10542;1968;PhD;Casado;36778;1;1;05/08/2012;59;29;4;34;2;4;4;3;3;0;3;9;0;0;0;0;0;0;0;77;23.1;4.28;0
8015;1962;PhD;Divorciado;85696;0;0;03/05/2013;29;714;76;395;116;0;12;1;4;6;9;1;0;0;0;0;0;0;0;1313;393.9;62.52;0
10617;1989;Master;Divorciado;10979;0;0;22/05/2014;39;5;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;27;8.1;2.08;0
11166;1961;Graduado;Casado;49678;0;1;02/02/2013;20;229;5;56;3;2;20;2;6;2;4;7;0;0;0;0;0;0;0;315;94.5;15.00;0
849;1953;Master;Conviviente;56129;0;1;20/06/2013;77;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;0;660;198;25.38;0
523;1989;Graduado;Casado;37155;1;0;31/01/2013;30;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;0;74;22.2;6.17;0
4066;1978;Postgrado;Divorciado;21282;1;0;11/05/2014;35;20;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;0;0;65;19.5;5.00;0
8414;1962;PhD;Soltero;33419;0;1;17/08/2013;28;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;0;0;86;25.8;5.73;0
819;1945;Graduado;Divorciada;63285;0;0;05/11/2013;68;508;124;249;50;38;134;1;6;5;13;3;0;0;0;0;0;0;0;1103;330.9;39.39;0
4961;1974;Master;Conviviente;21255;1;0;21/01/2014;71;29;0;25;2;2;3;4;2;1;4;4;0;0;0;0;0;0;0;61;18.3;4.07;0
749;1981;Graduado;Conviviente;42162;1;0;19/11/2013;52;46;7;59;2;4;27;2;3;1;3;6;1;0;0;0;0;0;50;145;58.5;9.67;1
5430;1956;Graduado;Conviviente;54450;1;1;14/09/2012;64;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0;684;205.2;17.54;0
7755;1954;PhD;Casado;57744;0;1;12/11/2013;49;350;3;39;0;0;19;2;9;1;4;8;0;0;0;0;0;0;0;411;123.3;17.13;0
10525;1986;Graduado;Soltero;26576;1;0;13/10/2012;22;10;0;8;0;0;9;1;1;0;2;9;1;0;0;0;0;0;50;27;23.1;2.08;1
1453;1943;PhD;Divorciada;57513;0;0;06/07/2013;58;735;40;183;52;20;30;2;9;3;13;6;0;0;0;0;0;0;0;1060;318;32.12;0
8310;1964;Graduado;Conviviente;68142;0;1;29/08/2012;54;897;126;196;91;112;37;3;10;4;7;6;0;0;0;0;0;0;0;1459;437.7;48.63;0
10710;1979;Graduado;Casado;7500;0;1;29/08/2012;42;5;2;3;3;0;5;1;1;0;2;8;0;0;0;0;0;0;0;18;5.4;1.50;0
5031;1974;Graduado;Conviviente;83145;0;0;22/09/2012;31;777;35;731;39;137;114;1;5;9;11;2;0;0;1;0;0;0;50;1833;564.9;65.46;1
2613;1960;Master;Casado;54197;0;1;03/04/2014;47;162;6;37;6;13;13;2;1;3;6;1;0;0;0;0;0;0;0;237;71.1;18.23;0
213;1963;PhD;Soltero;23091;1;1;28/05/2014;75;35;0;11;0;0;2;4;2;1;3;7;0;0;0;0;0;0;0;48;14.4;2.82;0
967;1976;Graduado;Casado;46049;1;1;21/07/2013;44;342;9;112;19;14;19;10;5;2;9;7;0;0;0;0;0;0;0;515;154.5;15.61;0
1077;1974;Graduado;Conviviente;56715;0;0;05/12/2012;65;258;105;239;237;172;9;1;7;3;4;4;0;0;0;0;0;0;0;1020;306;53.68;0
7959;1961;Graduado;Casado;79410;0;0;29/05/2014;71;658;80;483;123;13;13;1;3;2;5;1;0;0;0;0;0;0;0;1370;411;114.17;0
640;1951;Graduado;Casado;57304;0;1;11/03/2013;52;356;80;329;138;17;106;2;7;6;10;5;0;0;0;0;0;0;0;1026;307.8;34.20;0
4252;1965;Graduado;Casado;44375;0;1;23/03/2014;49;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;0;301;90.3;17.71;0
8432;1956;Graduado;Conviviente;54450;1;1;14/09/2012;67;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0;684;205.2;17.54;0
6218;1965;Graduado;Casado;59594;0;1;20/10/2012;32;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;0;50;499;164.7;20.79;1
6905;1994;Graduado;Conviviente;80685;0;0;22/08/2012;67;241;45;604;34;26;54;1;6;4;10;2;0;0;0;0;0;0;0;1004;301.2;43.65;0
5922;1974;PhD;Casado;40344;0;1;13/10/2013;63;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;0;218;65.4;11.47;0
3598;1972;Graduado;Casado;62710;0;1;23/05/2013;32;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;0;606;181.8;23.31;0
6116;1968;Postgrado;Casado;48985;0;1;05/07/2013;30;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;0;75;22.5;8.33;0
6263;1968;Graduado;Conviviente;35322;1;2;22/08/2012;65;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;0;106;31.8;6.24;0
10486;1948;Graduado;Casado;77142;0;0;29/05/2013;34;476;75;162;29;151;97;1;4;4;8;2;0;0;0;0;0;0;0;990;297;52.11;0
2410;1969;Graduado;Soltero;81657;0;0;22/01/2014;62;364;40;425;158;60;50;1;3;4;8;1;0;0;0;0;0;0;0;1097;329.1;64.53;0
193;1996;Secundaria;Casado;14421;0;0;17/02/2014;37;0;0;2;3;3;8;1;1;0;2;5;1;0;0;0;0;0;50;16;19.8;1.78;1
3363;1974;Postgrado;Casado;20130;0;0;17/03/2014;75;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;34;10.2;2.62;0
8278;1990;PhD;Casado;74214;0;0;26/08/2012;51;863;83;547;86;99;33;1;8;2;5;5;0;0;0;0;0;0;0;1711;513.3;81.48;0
10660;1957;Master;Casado;66726;1;1;12/01/2014;34;349;7;35;0;0;47;3;8;2;4;7;0;1;0;0;0;0;50;438;146.4;18.25;1
8686;1979;Secundaria;Conviviente;23724;1;0;08/01/2013;32;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;0;75;22.5;5.00;0
1604;1960;Master;Casado;47353;0;1;13/11/2013;40;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;0;225;67.5;12.50;0
5907;1952;Master;Casado;33444;1;1;03/11/2012;47;10;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0;20;6;1.67;0
10669;1981;Graduado;Casado;54386;0;1;17/05/2013;53;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0;470;141;23.50;0
2918;1981;Graduado;Divorciado;28510;1;1;13/04/2013;39;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;0;91;27.3;6.50;0
5735;1991;Master;Soltero;90638;0;0;13/02/2014;48;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;50;2525;772.5;132.89;1
359;1950;Graduado;Conviviente;48070;0;1;13/01/2013;57;373;14;83;6;9;19;3;8;2;6;7;0;0;0;0;0;1;0;504;151.2;19.38;0
8387;1957;Graduado;Casado;43140;0;1;05/01/2013;30;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;0;235;70.5;13.82;0
1829;1961;PhD;Divorciado;54959;0;1;19/01/2013;29;1148;0;60;0;0;24;3;9;5;4;7;0;1;0;0;0;0;50;1232;384.6;44.00;1
3839;1958;Secundaria;Soltero;15056;1;1;03/05/2013;66;15;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;0;97;29.1;5.71;0
9392;1971;Graduado;Soltero;26954;1;0;08/05/2014;20;15;1;11;0;0;10;1;1;0;2;7;0;0;0;0;0;0;0;37;11.1;3.36;0
2292;1985;Graduado;Soltero;22327;1;0;02/08/2013;58;15;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;0;34;10.2;3.40;0
10466;1965;Graduado;Casado;44393;1;1;22/08/2013;63;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;0;60;18;5.45;0
9855;1952;PhD;Soltero;62000;0;1;25/08/2013;27;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;50;1020;321;34.00;1
4088;1962;PhD;Conviviente;31497;0;1;06/12/2012;51;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;0;155;46.5;8.61;0
5231;1974;Postgrado;Casado;45894;0;2;27/02/2014;77;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0;51;15.3;5.10;0
590;1970;Master;Divorciado;78579;0;0;22/12/2012;34;816;66;549;216;66;99;1;5;6;4;3;0;0;0;0;0;0;0;1812;543.6;95.37;0
8732;1969;Master;Divorciada;67369;0;1;17/11/2012;35;1298;0;70;37;14;42;4;7;4;10;4;0;1;1;0;0;0;100;1461;468.3;50.38;1
2315;1960;Graduado;Divorciado;58401;0;1;20/04/2014;68;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;0;96;28.8;9.60;0
3515;1952;Graduado;Soltero;62307;0;1;17/02/2014;55;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;0;160;48;11.43;0
2245;1969;Master;Casado;43641;1;1;22/04/2013;65;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;0;139;41.7;8.69;0
6283;1968;Master;Divorciado;63841;0;1;21/04/2013;66;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;0;908;272.4;32.43;0
2246;1965;Postgrado;Casado;46891;0;1;01/09/2013;78;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0;183;54.9;15.25;0
6606;1969;Master;Casado;70091;1;0;31/03/2013;36;964;34;137;15;0;11;2;5;2;10;8;0;1;0;0;0;0;50;1161;363.3;43.00;1
5545;1972;PhD;Casado;78075;0;0;05/04/2014;35;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;0;988;296.4;65.87;0
7342;1961;Postgrado;Divorciada;59184;0;1;09/09/2012;49;341;142;113;259;151;66;3;6;6;12;5;0;0;0;0;0;0;0;1072;321.6;33.50;0
837;1977;Graduado;Casado;54809;1;1;11/09/2013;20;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0;174;52.2;10.88;0
9500;1959;Graduado;Casado;58113;0;1;25/01/2013;76;221;104;169;102;78;84;3;9;2;8;7;0;0;0;0;0;1;0;758;227.4;26.14;0
3602;1958;Master;Casado;51412;0;1;31/12/2013;30;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;0;195;58.5;13.00;0
234;1979;Graduado;Divorciado;15287;1;0;10/10/2012;60;5;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;50;35;25.5;2.69;1
2995;1957;Master;Conviviente;66636;0;0;17/08/2013;46;291;10;689;84;10;0;1;3;4;9;1;0;0;0;0;0;0;0;1084;325.2;60.22;0
1118;1956;Master;Casado;50965;0;1;20/02/2013;34;544;13;85;8;6;29;3;10;4;5;8;1;0;0;0;0;0;50;685;220.5;22.83;1
7789;1965;PhD;Casado;84618;0;0;22/11/2013;27;684;100;801;21;66;0;1;6;9;10;2;0;0;1;0;0;0;50;1672;516.6;59.71;1
3068;1990;Graduado;Casado;18351;0;0;29/10/2013;78;10;12;9;0;14;7;1;2;0;3;7;0;0;0;0;0;0;0;52;15.6;4.00;0
8955;1957;PhD;Conviviente;40451;0;2;16/02/2014;71;35;0;4;0;0;10;1;1;1;2;5;1;0;0;0;0;0;50;49;29.7;4.90;1
945;1965;Graduado;Conviviente;36317;0;1;22/05/2013;80;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;0;133;39.9;8.31;0
5644;1957;Graduado;Conviviente;42213;0;1;12/10/2013;46;309;3;24;4;3;20;2;5;1;7;7;0;1;0;0;0;0;50;363;123.9;16.50;1
7192;1955;Graduado;Conviviente;65748;0;1;15/04/2013;34;172;73;93;95;78;34;2;2;4;10;1;0;0;0;0;0;1;0;545;163.5;28.68;0
2324;1972;Graduado;Conviviente;77044;0;1;27/10/2013;59;625;38;242;50;34;76;2;7;11;11;4;1;0;0;0;0;0;50;1065;334.5;30.43;1
697;1969;Graduado;Conviviente;74918;0;0;12/03/2013;57;972;59;913;25;19;59;1;5;9;6;3;0;0;1;0;0;0;50;2047;629.1;85.29;1
3439;1972;Graduado;Casado;56721;1;1;31/10/2012;56;157;6;39;6;13;75;5;4;1;5;6;0;0;0;0;0;0;0;296;88.8;14.10;0
1506;1975;Graduado;Soltero;42160;1;1;28/06/2013;61;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;0;0;140;42;8.24;0
232;1965;Graduado;Soltero;61559;0;1;17/07/2013;19;279;83;88;32;14;34;1;4;2;10;3;0;0;0;0;0;0;0;530;159;26.50;0
8876;1963;PhD;Conviviente;33629;1;1;08/08/2012;46;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;0;152;45.6;6.91;0
4500;1991;PhD;Conviviente;68682;0;0;06/10/2013;75;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0;1598;479.4;61.46;0
9739;1963;Graduado;Soltero;34377;0;1;19/01/2013;61;62;0;22;3;1;26;2;2;2;2;7;0;0;0;0;0;0;0;114;34.2;7.60;0
10395;1986;Secundaria;Soltero;8940;1;0;22/08/2012;40;15;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;0;115;34.5;6.39;0
1176;1973;Graduado;Casado;26228;1;0;22/09/2013;19;5;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;0;28;8.4;2.33;0
1627;1957;Postgrado;Divorciado;77297;0;0;26/01/2013;34;408;61;109;48;122;41;1;5;7;9;4;0;0;0;1;0;0;50;789;251.7;30.35;1
938;1981;Graduado;Casado;40211;1;1;30/07/2013;49;51;1;7;2;1;25;2;2;1;2;8;1;0;0;0;0;0;50;87;41.1;5.80;1
2740;1958;PhD;Divorciada;33438;1;1;22/09/2013;62;62;1;16;3;2;6;4;2;1;4;5;0;0;0;0;0;0;0;90;27;5.63;0
257;1959;PhD;Casado;75032;0;1;28/04/2013;48;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;0;0;1215;364.5;52.83;0
4058;1955;PhD;Soltero;61284;0;0;12/10/2013;33;618;15;106;20;7;45;1;11;2;8;6;0;1;0;0;0;0;50;811;258.3;28.96;1
7736;1986;Graduado;Casado;22518;1;0;22/10/2012;39;11;7;12;2;2;27;2;2;1;2;5;1;0;0;0;0;0;50;61;33.3;5.08;1
8210;1975;Master;Casado;54730;0;1;15/08/2013;68;318;3;17;4;7;56;5;4;1;8;4;0;0;0;0;0;0;0;405;121.5;18.41;0
833;1955;Master;Casado;38452;1;1;30/03/2014;20;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;0;72;21.6;4.50;0
6230;1971;Graduado;Divorciado;44421;1;1;15/02/2013;38;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;0;189;56.7;8.59;0
7325;1986;PhD;Conviviente;38197;1;0;29/06/2013;51;23;0;11;2;1;3;1;1;0;3;5;0;0;0;0;0;0;0;40;12;4.00;0
1307;1978;Graduado;Divorciado;41986;0;1;09/02/2014;23;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;0;63;18.9;4.50;0
1502;1983;Graduado;Conviviente;28427;1;0;21/03/2013;75;18;3;19;3;3;6;2;2;0;3;8;0;0;0;0;0;0;0;52;15.6;3.47;0
6211;1976;PhD;Conviviente;37395;1;0;02/05/2014;69;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;0;39;11.7;3.55;0
843;1971;Graduado;Casado;64722;1;0;26/05/2014;24;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;0;0;805;241.5;25.97;0
4174;1956;Master;Conviviente;55249;0;1;17/04/2014;24;97;1;19;2;0;11;1;2;1;4;3;0;0;0;0;0;0;0;130;39;11.82;0
9757;1972;Graduado;Conviviente;84906;0;0;04/10/2013;76;997;15;414;99;30;76;1;5;6;12;2;0;1;1;0;1;0;150;1631;534.3;62.73;1
6918;1989;Graduado;Casado;28691;1;0;04/07/2013;39;20;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0;49;14.7;3.77;0
286;1952;Graduado;Soltero;44213;1;1;29/11/2013;24;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;0;0;152;45.6;8.44;0
11086;1984;Secundaria;Soltero;25707;1;0;18/01/2014;49;15;6;2;3;6;3;1;1;0;3;7;0;0;0;0;0;0;0;35;10.5;2.92;0
1921;1967;PhD;Casado;59062;2;1;03/10/2013;35;46;1;12;3;0;9;2;2;0;3;4;0;0;0;0;0;0;0;71;21.3;6.45;0
4138;1962;Graduado;Soltero;76624;0;1;24/05/2014;21;411;106;147;54;115;66;1;5;10;7;1;1;0;0;0;0;0;50;899;284.7;37.46;1
7718;1947;Master;Conviviente;66000;0;0;20/04/2014;75;244;51;270;101;0;45;1;1;3;5;1;0;0;0;0;0;0;0;711;213.3;64.64;0
1291;1978;PhD;Conviviente;27683;1;0;04/08/2012;46;152;9;121;12;12;45;4;6;2;4;8;0;0;0;0;0;0;0;351;105.3;14.63;0
6862;1971;Graduado;Divorciado;1730;0;0;18/05/2014;73;5;1;3;15;1;8;15;0;0;0;20;0;0;0;0;0;0;0;33;9.9;0.94;0
4136;1992;Secundaria;Soltero;7500;1;0;03/12/2012;52;10;17;18;8;26;40;4;3;2;2;9;0;0;0;0;0;0;0;119;35.7;5.95;0
803;1968;Graduado;Conviviente;40521;1;1;05/04/2013;69;12;0;5;0;0;4;1;0;1;2;5;0;0;0;0;0;0;0;21;6.3;2.33;0
4298;1973;PhD;Conviviente;20427;1;0;24/03/2014;71;20;0;4;0;0;10;1;1;0;2;8;0;0;0;0;0;0;0;34;10.2;2.83;0
10833;1975;Graduado;Casado;65106;0;1;24/05/2014;63;790;19;133;12;0;19;3;8;3;13;6;0;1;0;0;0;0;50;973;306.9;29.48;1
9606;1965;PhD;Casado;69969;0;0;27/08/2013;26;882;29;514;38;29;44;1;4;2;6;3;0;0;1;1;0;0;100;1536;490.8;96.00;1
8534;1952;Graduado;Casado;67433;0;2;16/07/2013;30;615;28;259;12;48;30;4;6;5;13;4;0;1;0;0;0;0;50;992;312.6;31.00;1
5153;1967;PhD;Casado;77766;0;1;22/02/2013;40;1004;59;265;115;59;27;2;11;10;11;6;1;0;0;0;0;0;50;1529;473.7;38.23;1
961;1972;Graduado;Casado;74716;0;1;12/09/2013;43;133;27;421;13;195;71;2;7;3;5;4;0;0;0;0;0;0;0;860;258;40.95;0
5011;1963;Graduado;Divorciado;68118;0;1;18/10/2013;19;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;0;928;278.4;32.00;0
6653;1970;PhD;Casado;55158;1;1;30/07/2012;53;293;0;87;4;11;23;4;7;2;5;7;0;0;0;0;0;0;0;418;125.4;16.72;0
9094;1955;Postgrado;Casado;62972;0;1;03/08/2012;56;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;0;587;176.1;26.68;0
810;1975;Graduado;Casado;74190;0;1;12/05/2014;57;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;0;0;641;192.3;30.52;0
5493;1976;Graduado;Casado;39356;1;1;19/03/2014;55;15;0;2;0;0;6;1;1;0;2;6;1;0;0;0;0;0;50;23;21.9;2.30;1
2147;1969;Graduado;Conviviente;76653;0;0;16/08/2013;45;736;63;946;219;189;126;1;4;7;11;2;0;0;1;1;0;0;100;2279;713.7;91.16;1
5107;1973;PhD;Divorciado;35860;1;1;19/05/2014;32;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;50;49;29.7;4.45;1
3979;1983;PhD;Divorciado;90687;0;0;22/05/2013;38;982;17;672;23;34;51;1;6;2;8;2;0;0;1;0;0;0;50;1779;548.7;93.63;1
6049;1982;Master;Conviviente;73450;0;0;05/12/2013;49;1142;51;415;90;69;37;1;7;8;11;3;1;0;0;1;0;0;100;1804;571.2;60.13;1
8147;1960;Graduado;Casado;31454;1;1;06/07/2013;36;28;0;11;0;0;9;3;2;0;3;8;0;0;0;0;0;0;0;48;14.4;3.00;0
1857;1952;Graduado;Soltero;47139;1;1;06/03/2014;30;46;0;12;0;2;23;2;2;1;2;7;0;0;0;0;0;0;0;83;24.9;5.93;0
